bugId,effectiveness,keywords,tokens
58520,1,detail javadoc convent set lang unqualifi resut,ajdoc doesn navig target detail case file advis javadoc convent set convert check java lang throwabl ajdoc unqualifi argument resut follw file anchor link class html convert check throwabl fail navig anchor file file
121385,6,advic work defin aop xml copi jar aspectjweav work lib aspectjweav jar jvm eclips advic aspect wrong advic compil time advic work env ajdt releas sun file import aspectj signatur import aspectj lang join world object result pointcut execut object object proce system return result signatur signatur join signatur println signatur signatur join point signatur system signatur aop xml version aspect world world extend pointcut express execut aspect aspect weaver xlazi show weav includ weaver advic messag consol regist world class world info weav info weaver oper reweav verifi type public aload object init constructor init constructor execut void end void static aspectj declar line return end public static void static org aspectj declar line number end void int weaver method declar line execut int world getstat java ljava world invokevirtu java io string iconst ireturn int end int world final void bodi java system ljava io print java io ljava string invokestat line pop return line static final bodi end public class public class ajc closur aspectj runtim intern closur public void init object aload aload invokespeci aspectj runtim intern ljava object return end public object object aload getfield org aspectj closur ljava astor bodi aconst null end object public class closur null null java lang pointer org advic advic weaver bcel shadow weav closur bcel shadow weaver bcel advic java org munger java aspectj implement shadow java org aspectj class implement bcel weaver class weaver weaver java org bcel weaver bcel class org weaver bcel org weaver bcel weaver weav dump bcel weaver org weaver bcel bcel bcel aspectj bcel bcel weaver java org aspectj weaver tool adaptor woven weav adaptor aspectj tool weav weav class weav adaptor aspectj pre org aspectj class pre adapt transform pre processor adapt java sun transform manag instrument instrument impl java class nativ java class defin class secur class defin class secur java class defin loader java url class loader access loader java java net run class secur access privileg method url class find class url loader java java lang class loader load class class java misc launcher class load class launcher java class load loader java lang class load intern messag abort class lang object public void init aload invokespeci java constructor execut init return constructor execut init end public static void main org number invokestat return line public static string static void aspectj weaver line end public public int world declar execut world getstat lang system ljava print stream line ldc world ljava iconst line ireturn method execut int world end int final getstat lang system ljava stream invokevirtu io stream ljava lang string static bodi end public class org aspectj closur void init aload org aspectj runtim closur init lang return end void init object run object aload aspectj runtim closur lang object invokestat bodi end public object run object end public null pointer lang null pointer org advic arg setup weaver shadow closur bcel shadow java bcel advic implement bcel org weaver implement munger shadow java aspectj weaver shadow shadow java org bcel implement class java aspectj weaver bcel class weaver java aspectj bcel bcel class weaver java aspectj weaver bcel weav bcel aspectj weaver dump bcel java aspectj bcel bcel weav bcel aspectj weaver bcel java aspectj weaver adaptor woven weav org aspectj weaver adaptor weav aspectj loadtim aj process aj java weaver class adapt transform class pre agent adapt instrument transform manag java instrument transform impl class class defin loader class init execut constructor line world int bodi stream line end static final closur lang astor null writer handl aspectj bcel loadtim class java misc java,advic work ltw defin aop xml aspect copi aspectjweav jar work btm lib aspectjweav jar ad javaag work btm lib aspectjweav jar option jvm eclips work fine advic aspect wrong advic compil time weav advic work fine eclips env eclips ajdt rc releas sun jdk aspect file import org aspectj lang signatur import org aspectj lang join point public abstract aspect world privat object result pointcut execut world object system println start object result proce system println end return result signatur signatur join point signatur system println signatur return signatur signatur join point signatur system println signatur aop xml file xml version encod utf aspectj aspect aspect world concret aspect world extend world pointcut express execut world execut concret aspect aspect weaver option xreweav verbos xlazi tjp show weav info includ weaver aspectj advic error messag eclips consol info regist aspect world info gener class world info weav info weaver oper reweav mode verifi requir type exist abort troubl public class extend java lang object public void init aload line invokespeci java lang object init constructor execut void init return constructor execut void init end public void init public static void main string org aspectj weaver method declar line number invokestat line return line end public static void main string public static void org aspectj weaver method declar line number end public static void public static int world org aspectj weaver method declar line number method execut int world getstat java lang system ljava io print stream line ldc world invokevirtu java io print stream println ljava lang string iconst line ireturn method execut int world end public static int world static final void bodi getstat java lang system ljava io print stream line ldc invokevirtu java io print stream println ljava lang string invokestat world line pop return line end static final void bodi end public class public class ajc closur extend org aspectj runtim intern closur public void init object aload aload invokespeci org aspectj runtim intern closur init ljava lang object return end public void init object public object run object aload getfield org aspectj runtim intern closur state ljava lang object astor invokestat bodi aconst null areturn end public object run object end public class ajc closur null pointer null null java lang null pointer org aspectj weaver bcel bcel advic advic arg setup bcel advic java org aspectj weaver bcel bcel shadow weav closur bcel shadow java org aspectj weaver bcel bcel advic implement bcel advic java org aspectj weaver shadow implement munger shadow java org aspectj weaver shadow implement shadow java org aspectj weaver bcel bcel class weaver implement bcel class weaver java org aspectj weaver bcel bcel class weaver weav bcel class weaver java org aspectj weaver bcel bcel class weaver weav bcel class weaver java org aspectj weaver bcel bcel weaver weav bcel weaver java org aspectj weaver bcel bcel weaver weav dump bcel weaver java org aspectj weaver bcel bcel weaver weav notifi bcel weaver java org aspectj weaver bcel bcel weaver weav bcel weaver java org aspectj weaver tool weav adaptor woven byte weav adaptor java org aspectj weaver tool weav adaptor weav class weav adaptor java org aspectj weaver loadtim aj pre process aj java org aspectj weaver loadtim class pre processor agent adapt transform class pre processor agent adapt java sun instrument transform manag transform transform manag java sun instrument instrument impl transform instrument impl java java lang class loader defin class nativ method java lang class loader defin class class loader java java secur secur class loader defin class secur class loader java java net url class loader defin class url class loader java java net url class loader access url class loader java java net url class loader run url class loader java java secur access control privileg nativ method java net url class loader find class url class loader java java lang class loader load class class loader java sun misc launcher app class loader load class launcher java java lang class loader load class class loader java java lang class loader load class intern class loader java messag abort troubl public class extend java lang object public void init aload line invokespeci java lang object init constructor execut void init return constructor execut void init end public void init public static void main string org aspectj weaver method declar line number invokestat line return line end public static void main string public static void org aspectj weaver method declar line number end public static void public static int world org aspectj weaver method declar line number method execut int world getstat java lang system ljava io print stream line ldc world invokevirtu java io print stream println ljava lang string iconst line ireturn method execut int world end public static int world static final void bodi getstat java lang system ljava io print stream line ldc invokevirtu java io print stream println ljava lang string invokestat world line pop return line end static final void bodi end public class public class ajc closur extend org aspectj runtim intern closur public void init object aload aload invokespeci org aspectj runtim intern closur init ljava lang object return end public void init object public object run object aload getfield org aspectj runtim intern closur state ljava lang object astor invokestat bodi aconst null areturn end public object run object end public class ajc closur null pointer null null java lang null pointer org aspectj weaver bcel bcel advic advic arg setup bcel advic java org aspectj weaver bcel bcel shadow weav closur bcel shadow java org aspectj weaver bcel bcel advic implement bcel advic java org aspectj weaver shadow implement munger shadow java org aspectj weaver shadow implement shadow java org aspectj weaver bcel bcel class weaver implement bcel class weaver java org aspectj weaver bcel bcel class weaver weav bcel class weaver java org aspectj weaver bcel bcel class weaver weav bcel class weaver java org aspectj weaver bcel bcel weaver weav bcel weaver java org aspectj weaver bcel bcel weaver weav dump bcel weaver java org aspectj weaver bcel bcel weaver weav notifi bcel weaver java org aspectj weaver bcel bcel weaver weav bcel weaver java org aspectj weaver tool weav adaptor woven byte weav adaptor java org aspectj weaver tool weav adaptor weav class weav adaptor java org aspectj weaver loadtim aj pre process aj java org aspectj weaver loadtim class pre processor agent adapt transform class pre processor agent adapt java sun instrument transform manag transform transform manag java sun instrument instrument impl transform instrument impl java java lang class loader defin class nativ method java lang class loader defin class class loader java java secur secur class loader defin class secur class loader java java net url class loader defin class url class loader java java net url class loader access url class loader java java net url class loader run url class loader java java secur access control privileg nativ method java net url class loader find class url class loader java java lang class loader load class class loader java sun misc launcher app class loader load class launcher java java lang class loader load class class loader java java lang class loader load class intern class loader java org aspectj bridg abort troubl public class extend java lang object public void init aload line invokespeci java lang object init constructor execut void init return constructor execut void init end public void init public static void main string org aspectj weaver method declar line number invokestat line return line end public static void main string public static void org aspectj weaver method declar line number end public static void public static int world org aspectj weaver method declar line number method execut int world getstat java lang system ljava io print stream line ldc world invokevirtu java io print stream println ljava lang string iconst line ireturn method execut int world end public static int world static final void bodi getstat java lang system ljava io print stream line ldc invokevirtu java io print stream println ljava lang string invokestat world line pop return line end static final void bodi end public class public class ajc closur extend org aspectj runtim intern closur public void init object aload aload invokespeci org aspectj runtim intern closur init ljava lang object return end public void init object public object run object aload getfield org aspectj runtim intern closur state ljava lang object astor invokestat bodi aconst null areturn end public object run object end public class ajc closur org aspectj bridg messag writer handl messag messag writer java org aspectj weaver tool weav adaptor weav adaptor messag handler handl messag weav adaptor java org aspectj weaver bcel bcel weaver weav bcel weaver java org aspectj weaver bcel bcel weaver weav dump bcel weaver java org aspectj weaver bcel bcel weaver weav notifi bcel weaver java org aspectj weaver bcel bcel weaver weav bcel weaver java org aspectj weaver tool weav adaptor woven byte weav adaptor java org aspectj weaver tool weav adaptor weav class weav adaptor java org aspectj weaver loadtim aj pre process aj java org aspectj weaver loadtim class pre processor agent adapt transform class pre processor agent adapt java sun instrument transform manag transform transform manag java sun instrument instrument impl transform instrument impl java java lang class loader defin class nativ method java lang class loader defin class class loader java java secur secur class loader defin class secur class loader java java net url class loader defin class url class loader java java net url class loader access url class loader java java net url class loader run url class loader java java secur access control privileg nativ method java net url class loader find class url class loader java java lang class loader load class class loader java sun misc launcher app class loader load class launcher java java lang class loader load class class loader java java lang class loader load class intern class loader java world
122728,27,ajdoc,ajdoc crash
122458,3,index bound project defin project occur post signatur class fix tabular thing presenc inherit type paramet varag paramet clue complet stacktrac java index bound substr sourc type creat signatur type aspectj type factori creat signatur type org aspectj unresolv signatur unresolv org unresolv type unresolv intern ajdt resolv org resolv factori resolv factori org intern asm builder hierarchi org builder org jdt java org org jdt type type java org ajdt core asm hierarchi ajdt finish aspectj process compil org aspectj return adapt adapt org org process eclips core perform ajdt intern batch manag string index thrown string,java lang string index bound compil build occur ajdt eclips plugin compil project time add ajdt natur aspect defin project suppos occur compil class post sourc code signatur public class fix width parser extend tabular data parser notic thing class presenc inherit type paramet redefin custom annot method varag method paramet thing present class project aspect apprent compil fact compil hope clue complet stacktrac java lang string index bound java lang string substr unknown sourc org aspectj weaver type factori creat type signatur type factori java org aspectj weaver type factori creat type signatur type factori java org aspectj weaver unresolv type signatur unresolv type java org aspectj weaver unresolv type make arrai unresolv type java org aspectj ajdt intern compil lookup eclips factori bind eclips factori java org aspectj ajdt intern compil lookup eclips factori make resolv member eclips factori java org aspectj ajdt intern compil lookup eclips factori make resolv member eclips factori java org aspectj ajdt intern compil lookup eclips factori make resolv member eclips factori java org aspectj ajdt intern core builder asm hierarchi builder gen bytecod info asm hierarchi builder java org aspectj ajdt intern core builder asm hierarchi builder visit asm hierarchi builder java org aspectj org eclips jdt intern compil ast method declar travers method declar java org aspectj org eclips jdt intern compil ast type declar travers type declar java org aspectj org eclips jdt intern compil ast compil unit declar travers compil unit declar java org aspectj ajdt intern core builder asm hierarchi builder intern build asm hierarchi builder java org aspectj ajdt intern core builder asm hierarchi builder build structur compil unit asm hierarchi builder java org aspectj ajdt intern compil lookup eclips factori finish compil unit eclips factori java org aspectj ajdt intern compil aj compil adapt process aj compil adapt java org aspectj ajdt intern compil compil adapt ajc return org aspectj ajdt intern compil compil adapt compil adapt aj org aspectj org eclips jdt intern compil compil process compil java org aspectj org eclips jdt intern compil compil compil compil java org aspectj ajdt intern core builder aj build manag perform compil aj build manag java org aspectj ajdt intern core builder aj build manag build aj build manag java org aspectj ajdt intern core builder aj build manag batch build aj build manag java org aspectj ajd intern compil adapt compil compil adapt java org aspectj ajd intern aspect build manag compil thread run aspect build manag java string index bound thrown string index rang
112458,108,expect set,properti editor show properti layout item switch master page viewer descript properti editor show properti layout item switch master page viewer step reproduc report insert label select label properti editor show label properti switch master page expect result properti editor reflect master page properti result show label properti confus custom thought master page editor set properti click master page viewer
123612,3,bound increment declar aspect declar type interfac annot type build index occur lang compil aj declar annot lookup java org aj weav aj org aspectj ajdt intern compil aj lookup environ weav lookup org aspectj intern compil aj lookup type aj lookup environ org compil begin compil compil java aspectj org jdt compil compil java org core aj compil aj manag java org intern aj build manag org aspectj core builder aj build manag increment build aj build manag java org aspectj ajd intern compil compil compil adapt java org build manag compil aspect build manag java latest code,arrai index bound increment declar type code public aspect declar type annot interfac annot class comment declar type statement increment build arrai index bound occur java lang arrai index bound org aspectj ajdt intern compil lookup aj lookup environ declar annot aj lookup environ java org aspectj ajdt intern compil lookup aj lookup environ weav inter type declar aj lookup environ java org aspectj ajdt intern compil lookup aj lookup environ weav intertyp aj lookup environ java org aspectj ajdt intern compil lookup aj lookup environ complet type bind aj lookup environ java org aspectj org eclips jdt intern compil compil begin compil compil java org aspectj org eclips jdt intern compil compil compil compil java org aspectj ajdt intern core builder aj build manag perform compil aj build manag java org aspectj ajdt intern core builder aj build manag build aj build manag java org aspectj ajdt intern core builder aj build manag increment build aj build manag java org aspectj ajd intern compil adapt compil compil adapt java org aspectj ajd intern aspect build manag compil thread run aspect build manag java latest code head
124803,4,gener mix type variabl paramet ve gener annoi compil state wrong number type paramet java public interfac gener public interfac gener extend extend extend gener foo extend number implement public void void pointcut test test execut secsph gener test system aspect mprv test extend lang implement mprv secsph gener void aload secsph test line init constructor init execut mprv test end public void init public void number org method declar line end foo public void number aspectj method declar line number return end foo public class mprv test state wrong number paramet suppli type paramet java illeg wrong paramet org resolv member parameter resolv resolv member parameter resolv member aspectj refer type declar method refer type java weaver resolv add resolv type java aspectj weaver resolv type resolv org aspectj resolv type iter resolv weaver resolv member org weaver iter signatur supertyp point signatur iter org weaver point signatur point iter java signatur signatur java org weaver kind pointcut kind pointcut pattern match pointcut org weaver pointcut match java org weaver pointcut match pointcut weaver pointcut java org weaver java org aspectj weaver advic match advic org weaver class match bcel class class bcel bcel class weaver class java org aspectj weaver bcel weav org bcel weaver dump weaver bcel bcel java org intern compil weav aj adapt java aj compil compil aj adapt java org aspectj intern org adapt ca adapt aj org eclips jdt java aspectj manag compil aspectj intern builder aj manag build aj org ajdt builder build aj java org aspectj ajdt command command ajdt aspectj command command org org main java task org tool target tool tool ant launch org invok deleg deleg rt root,gener mix match number type variabl paramet hierarchi gui didn talk ve found issu relat gener annoi compil testcas iajc java lang illeg state wrong number type paramet suppli java code public interfac gener extend number public void foo public interfac gener extend number extend number extend gener public void foo public class test extend number implement gener public void foo public void foo aspect public privileg aspect test aspect pointcut test inherit test test target test execut mprv secsph gener test test test inherit test system println aspect iajc abort troubl public class mprv secsph test extend java lang object implement mprv secsph gener public void init aload mprv secsph test line invokespeci java lang object init constructor execut void mprv secsph test init return constructor execut void mprv secsph test init end public void init public void foo number org aspectj weaver method declar line number return line end public void foo number public void foo number org aspectj weaver method declar line number return line end public void foo number end public class mprv secsph test illeg state wrong number type paramet suppli wrong number type paramet suppli java lang illeg state wrong number type paramet suppli org aspectj weaver resolv member impl parameter resolv member impl java org aspectj weaver resolv member impl parameter resolv member impl java org aspectj weaver refer type declar method refer type java org aspectj weaver resolv type add recurs resolv type java org aspectj weaver resolv type add recurs resolv type java org aspectj weaver resolv type method iter resolv type java org aspectj weaver resolv type lookup resolv member resolv type java org aspectj weaver join point signatur iter find signatur supertyp join point signatur iter java org aspectj weaver join point signatur iter join point signatur iter java org aspectj weaver pattern signatur pattern match signatur pattern java org aspectj weaver pattern kind pointcut match intern kind pointcut java org aspectj weaver pattern pointcut match pointcut java org aspectj weaver pattern pointcut match intern pointcut java org aspectj weaver pattern pointcut match pointcut java org aspectj weaver pattern pointcut match intern pointcut java org aspectj weaver pattern pointcut match pointcut java org aspectj weaver shadow munger match shadow munger java org aspectj weaver advic match advic java org aspectj weaver bcel bcel advic match bcel advic java org aspectj weaver bcel bcel class weaver match bcel class weaver java org aspectj weaver bcel bcel class weaver match bcel class weaver java org aspectj weaver bcel bcel class weaver weav bcel class weaver java org aspectj weaver bcel bcel class weaver weav bcel class weaver java org aspectj weaver bcel bcel weaver weav bcel weaver java org aspectj weaver bcel bcel weaver weav dump bcel weaver java org aspectj weaver bcel bcel weaver weav notifi bcel weaver java org aspectj weaver bcel bcel weaver weav bcel weaver java org aspectj ajdt intern compil aj compil adapt weav aj compil adapt java org aspectj ajdt intern compil aj compil adapt compil aj compil adapt java org aspectj ajdt intern compil compil adapt ajc return org aspectj ajdt intern compil compil adapt cc ca compil adapt aj org aspectj org eclips jdt intern compil compil compil compil java org aspectj ajdt intern core builder aj build manag perform compil aj build manag java org aspectj ajdt intern core builder aj build manag build aj build manag java org aspectj ajdt intern core builder aj build manag batch build aj build manag java org aspectj ajdt ajc ajdt command command ajdt command java org aspectj ajdt ajc ajdt command run command ajdt command java org aspectj tool ajc main run main java org aspectj tool ajc main run main main java org aspectj tool ant taskdef ajc task execut vm ajc task java org aspectj tool ant taskdef ajc task execut ajc task java org apach tool ant unknown element execut unknown element java org apach tool ant task perform task java org apach tool ant target execut target java org apach tool ant target perform task target java org apach tool ant project execut sort target project java org apach tool ant project execut target project java org apach tool ant helper default executor execut target default executor java org apach tool ant project execut target project java org apach tool ant main run build main java org apach tool ant main start ant main java org apach tool ant launch launcher run launcher java org apach tool ant launch launcher main launcher java sun reflect nativ method accessor impl invok nativ method sun reflect nativ method accessor impl invok nativ method accessor impl java sun reflect deleg method accessor impl invok deleg method accessor impl java java lang reflect method invok method java intellij rt ant execut ant main main ant main java warn test test test inherit test root idea project aspect test src mprv secsph test aspect aj advic defin mprv secsph test aspect appli xlint advic match
124654,19,annot gener,captur method annot gener aspect compil
124808,1,gener detect type gener issu code public class test extend set int int foo public member number test aspect member test member collect test idea project src mprv aj mprv secsph test aspect match member catch member,gener detect field field parameter type gener issu java code public class test extend integ set int hash set public set foo return int public static void main string arg test integ test integ set integ int foo aspect public privileg aspect test aspect pointcut member collect test target public set number mprv secsph test aspect test test member collect test system println aspect compil output warn test test member collect test root idea project aspect test src mprv secsph test aspect aj advic defin mprv secsph test aspect appli xlint advic match expect member collect catch access int member test lot misha
124399,4,ajdt compil error error dialog aspectj weaver org method gen lazi class gen java org aspectj weaver lazi lazi class aspectj weaver bcel org aspectj weaver aspectj java weaver org aspectj class weaver org weaver weav bcel org bcel class weaver weav class org bcel bcel weav aspectj weaver weav dump bcel weav notifi weaver org aspectj weaver weav intern aj compil weav aj compil java org compil compil compil aj compil adapt org ajdt compil ajc return ajdt intern compil adapt compil adapt org org eclips jdt intern compil compil java ajdt builder aj manag perform compil aj build manag org core builder aj build build manag aspectj ajdt core builder aj manag increment build manag org ajd compil compil adapt ajd aspect build manag thread manag troubl class ucsd applic extend lang object void applic init void aosd init constructor aosd init end init public static org aspectj line number method void ucsd applic java aload arg line iconst istor aload iload aaload java system print string dup lang string init lang aload java java string builder java lang invokevirtu lang ljava ljava string method java lang string builder java builder string ljava lang string method java java builder string astor astor method call void java java aload aload io println ljava void java io lang string java io print dup iconst java string arg call io print io print stream printf java java object invokevirtu io print stream ljava lang object io print stream call io stream print string java icmplt ucsd applic main lang string end void end public class applic method call void io print string weav type applic class weav increment build build config eclips workspac metadata org semant test lst edit file aspect project recent aj import stream class applic main public void arg string arg println arg system arg print pointcut println print string print println target ps arg stream call adviceexecut return pointcut printf print call stream printf string object target arg fmt obj save previous save pointcut call main addit debug,ajdt aspect intern compil error eclips ajdt decemb releas messag error dialog org aspectj weaver bc org aspectj weaver bcel lazi class gen lazi method gen lazi class gen java org aspectj weaver bcel lazi class gen lazi method gen lazi class gen java org aspectj weaver bcel bcel shadow weav inlin bcel shadow java org aspectj weaver bcel bcel advic implement bcel advic java org aspectj weaver shadow implement munger shadow java org aspectj weaver shadow implement shadow java org aspectj weaver bcel bcel class weaver implement bcel class weaver java org aspectj weaver bcel bcel class weaver weav bcel class weaver java org aspectj weaver bcel bcel class weaver weav bcel class weaver java org aspectj weaver bcel bcel weaver weav bcel weaver java org aspectj weaver bcel bcel weaver weav dump bcel weaver java org aspectj weaver bcel bcel weaver weav notifi bcel weaver java org aspectj weaver bcel bcel weaver weav bcel weaver java org aspectj ajdt intern compil aj compil adapt weav aj compil adapt java org aspectj ajdt intern compil aj compil adapt compil aj compil adapt java org aspectj ajdt intern compil compil adapt ajc return org aspectj ajdt intern compil compil adapt cc ca compil adapt aj org aspectj org eclips jdt intern compil compil compil compil java org aspectj ajdt intern core builder aj build manag perform compil aj build manag java org aspectj ajdt intern core builder aj build manag build aj build manag java org aspectj ajdt intern core builder aj build manag increment build aj build manag java org aspectj ajd intern compil adapt compil compil adapt java org aspectj ajd intern aspect build manag compil thread run aspect build manag java troubl public class ucsd aosd applic extend java lang object public void init aload ucsd aosd applic line invokespeci java lang object init constructor execut void ucsd aosd applic init return constructor execut void ucsd aosd applic init end public void init public static void main string org aspectj weaver method declar line number method execut void ucsd aosd applic main java lang string aload java lang string arg line astor iconst istor aload arraylength istor goto aload iload aaload astor getstat java lang system ljava io print stream line java lang string builder dup ldc invokespeci java lang string builder init ljava lang string aload java lang string arg method call java lang string builder java lang string builder append java lang string invokevirtu java lang string builder append ljava lang string ljava lang string builder method call java lang string builder java lang string builder append java lang string method call java lang string java lang string builder string invokevirtu java lang string builder string ljava lang string method call java lang string java lang string builder string astor astor method call void java io print stream println java lang string aload aload invokevirtu java io print stream println ljava lang string method call void java io print stream println java lang string getstat java lang system ljava io print stream line ldc iconst anewarrai java lang object dup iconst aload java lang string arg aastor method call java io print stream java io print stream printf java lang string java lang object invokevirtu java io print stream printf ljava lang string ljava lang object ljava io print stream method call java io print stream java io print stream printf java lang string java lang object pop iinc line iload iload icmplt return line method execut void ucsd aosd applic main java lang string end public static void main string end public class ucsd aosd applic implement shadow method call void java io print stream println java lang string weav type ucsd aosd applic weav class weav increment build build config eclips workspac metadata plugin org eclips ajdt core aspect semant test gener lst file occur edit file aspect project recent renam aj extens packag ucsd aosd import java io print stream public class applic main public static void main string arg string arg arg system println arg system printf arg aspect print pointcut println call print stream ps string call print stream println string target ps arg object print stream ps string println call ps adviceexecut return proce ps pointcut printf call print stream ps string fmt object obj call print stream printf string object target ps arg fmt obj cursor save previous save version didn printf call pointcut call printf main println version save make addit hope debug inform
124999,17,gener,gener incorrect call gener inherit method advic
125101,2,stack refer type aspect file messag,stack flow refer type assign weav aspect jar file jar jar ajc huge error messag attach great recommend eric
125295,65,test,fix bug caus ajdt test failur
123901,2,npe access visitor end access inlin visitor java null pointer intern access inlin visitor visit access inlin visitor java org jdt intern ast qualifi refer travers compil org eclips intern compil send travers send java org aspectj org eclips jdt intern ast travers messag send code aspectj jdt ast method declar code aspectj ajdt intern compil ast resolv advic org aspectj org eclips jdt ast method resolv compil org org eclips jdt compil type declar resolv type ast declar aspect declar org eclips declar resolv type declar inlin compil org org jdt compil declar resolv compil declar java code aspectj eclips intern compil eclips jdt compil java org ajdt build manag perform intern core build aj manag org builder build org ajdt intern increment aj compil compil aspectj ajd intern build manag compil thread run aspect build manag java thrown null,npe access inlin visitor end visit access inlin visitor java java lang null pointer org aspectj ajdt intern compil ast access inlin visitor end visit access inlin visitor java org aspectj org eclips jdt intern compil ast qualifi refer travers qualifi refer java compil code org aspectj org eclips jdt intern compil ast messag send travers messag send java compil code org aspectj org eclips jdt intern compil ast messag send travers messag send java compil code org aspectj org eclips jdt intern compil ast method declar travers method declar java compil code org aspectj ajdt intern compil ast advic declar resolv statement advic declar java org aspectj org eclips jdt intern compil ast abstract method declar resolv abstract method declar java compil code org aspectj org eclips jdt intern compil ast type declar resolv type declar java compil code org aspectj ajdt intern compil ast aspect declar resolv aspect declar java org aspectj org eclips jdt intern compil ast type declar resolv type declar java inlin compil code org aspectj org eclips jdt intern compil ast compil unit declar resolv compil unit declar java compil code org aspectj org eclips jdt intern compil compil process compil java org aspectj org eclips jdt intern compil compil compil compil java org aspectj ajdt intern core builder aj build manag perform compil aj build manag java compil code org aspectj ajdt intern core builder aj build manag build aj build manag java org aspectj ajdt intern core builder aj build manag build aj build manag java org aspectj ajdt intern core builder aj build manag increment build aj build manag java org aspectj ajd intern compil adapt compil compil adapt java org aspectj ajd intern aspect build manag compil thread run aspect build manag java null pointer thrown null
125657,1,null bcel eclips rad error aspect awt dispatch protect compon method compon compon target call java compon compon method compon swing event compon display err awt compon method call thread awt event thread sourc locat join point long string java lang null bcel ensur target correct shadow org weaver bcel shadow initi target var java bcel bcel shadow target var bcel org aspectj aspectj intern pattern java advic weaver java bcel bcel bcel dump aj aspectj intern manag builder intern build gif metadata metadata iio metadata,null pointer bcel shadow java eclips rad error partial detail list aspect public aspect awt event dispatch thread protect pointcut awt compon method java awt compon compon target compon call java awt compon compon awt compon method compon swing util event dispatch thread compon display system err println awt compon method call thread awt event dispatch thread sourc join point sourc locat target join point long string detail shorten becaus size exceed limit java lang null pointer org aspectj weaver bcel bcel shadow ensur target type correct bcel shadow java org aspectj weaver bcel bcel shadow initi target var bcel shadow java org aspectj weaver bcel bcel shadow target var bcel shadow java org aspectj weaver pattern target pointcut find residu intern target pointcut java org aspectj weaver pattern pointcut find residu pointcut java org aspectj weaver pattern pointcut find residu intern pointcut java org aspectj weaver pattern pointcut find residu pointcut java org aspectj weaver pattern pointcut find residu intern pointcut java org aspectj weaver pattern pointcut find residu pointcut java org aspectj weaver bcel bcel advic special bcel advic java org aspectj weaver bcel bcel shadow prepar munger bcel shadow java org aspectj weaver shadow implement shadow java org aspectj weaver bcel bcel class weaver implement bcel class weaver java org aspectj weaver bcel bcel class weaver weav bcel class weaver java org aspectj weaver bcel bcel class weaver weav bcel class weaver java org aspectj weaver bcel bcel weaver weav bcel weaver java org aspectj weaver bcel bcel weaver weav dump bcel weaver java org aspectj weaver bcel bcel weaver weav notifi bcel weaver java org aspectj weaver bcel bcel weaver weav bcel weaver java org aspectj ajdt intern compil aj compil adapt weav aj compil adapt java org aspectj ajdt intern compil aj compil adapt compil aj compil adapt java org aspectj ajdt intern compil compil adapt ajc return org aspectj ajdt intern compil compil adapt cc ca compil adapt aj org aspectj org eclips jdt intern compil compil compil compil java org aspectj ajdt intern core builder aj build manag perform compil aj build manag java org aspectj ajdt intern core builder aj build manag build aj build manag java org aspectj ajdt intern core builder aj build manag batch build aj build manag java org aspectj ajd intern compil adapt compil compil adapt java org aspectj ajd intern aspect build manag compil thread run aspect build manag java troubl public class sun imageio plugin gif gif imag metadata extend javax imageio metadata iio metadata
121616,9,aspect join compil,aspect lack import join point crahe compil
128699,1,expect domin precend annot relat declararion mention expect preced type constructor,incorrect error declar statement error declar construct incorrect messag expect error warn parent soft domin domin precend annot relat declararion mention suggest expect error warn parent soft preced type method constructor field
128744,2,eclips jre ltw defin aop xml applic inf work fine aop xml ltw btm sdk java aspectj aspectj weaver loadtim url daj work btm test doc btm dep aspectj jar btm rt work upper argument find aop becaus aop xml error error base point aop xml eclips aspect btm eclips jre test confirm btw env sun jdk problem exist,ltw doesn work jre eclips ltw doesn work jre eclips support jre ltw defin aop xml file applic meta inf path work fine jre command line aop xml file ltw command work btm eclips eclips sdk win eclips jre bin java classpath aspectj lib aspectjweav jar djava system class loader org aspectj weaver loadtim weav url class loader daj class path work btm eclips jre test aspectj doc armtest jar btm dep jar aspectj doc armtest jar btm rt jar doesn work eclips ad upper command vm argument find aop xml becaus aop xml wrong error execut applic eclips error execut command line base point aop xml didn eclips add daj aspect path work btm eclips jre test confirm aspect support command line jre doesn support eclips jre btw eclips env eclips ajdt eclips sun jdk eclips problem exist
129298,2,contribut declar code member declar signatur pin system patch,contribut remov memori consum declar signatur code weaver member declar signatur weaver memori analysi show pin megabyt memori larg system patch remov yagni
